now,published_at,price,property_status,apartment_type,size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,land_type,direction,pty_characteristics,width,length,house_type,floors,block,unitnumber,size_unit,living_size,apartment_feature,commercial_type,balconydirection,floornumber
2025-10-02T23:48:00.354209,Cập nhật 7 ngày trước,"3,5 tỷ",Đã bàn giao,"Tập thể, cư xá",68 m²,"51,47 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất đầy đủ,,,,,,,,,,,,,,,
2025-10-02T23:48:00.944912,Cập nhật 6 ngày trước,"4,19 tỷ",,,42 m²,"99,76 triệu/m²",Đã có sổ,,,,Đất thổ cư,Nam,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,4.5 m,10 m,,,,,,,,,,
2025-10-02T23:48:00.567113,Cập nhật 16 giờ trước,"20,5 tỷ",,,58 m²,"353,45 triệu/m²",Đã có sổ,10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,,,,"Nhà mặt phố, mặt tiền",7,,,,,,,,
2025-10-02T23:48:01.900192,Cập nhật 6 ngày trước,"10,9 tỷ",,,84 m²,"129,76 triệu/m²",Đã có sổ,,,,Đất thổ cư,,Mặt tiền,4 m,21 m,,,Mặt đường đại áng,414,m²,,,,,
2025-10-02T23:48:02.279998,Cập nhật 7 ngày trước,7 tỷ,,,20 m²,350 triệu/m²,Đã có sổ,3 phòng,,Nội thất đầy đủ,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:48:10.148097,Cập nhật 7 ngày trước,"7,1 tỷ",,,34 m²,"208,82 triệu/m²",Đã có sổ,3 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:48:10.532962,Cập nhật 8 ngày trước,"3,9 tỷ",Đã bàn giao,Chung cư,60 m²,65 triệu/m²,Đang chờ sổ,2 phòng,,,,,,,,,,,,,,,,,
2025-10-02T23:48:10.644747,Cập nhật 8 ngày trước,58 tỷ,,,90 m²,"644,44 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,,,Hẻm xe hơi,5.5 m,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:48:11.771734,Cập nhật 6 ngày trước,"4,95 tỷ",,,42 m²,"117,86 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:48:11.842634,Cập nhật 7 ngày trước,4 tỷ,,,32 m²,125 triệu/m²,Giấy tờ viết tay,3 phòng,2 phòng,,,,,,,"Nhà ngõ, hẻm",3,,,,32 m²,,,,
2025-10-02T23:48:18.813525,Cập nhật 7 ngày trước,"7,4 tỷ",,,33 m²,"224,24 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:48:20.014322,Cập nhật 3 ngày trước,19 tỷ,,,70 m²,"271,43 triệu/m²",Đã có sổ,,,,Đất thổ cư,Nam,Hẻm xe hơi,5 m,14 m,,,,,,,,,,
2025-10-02T23:48:20.024990,Cập nhật 7 ngày trước,"11,2 tỷ",Đã bàn giao,Chung cư,104 m²,"107,69 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Nội thất cao cấp,,,,,,,,,,,,Căn góc,,,
2025-10-02T23:48:23.993238,Cập nhật 5 ngày trước,"3,85 tỷ",Đã bàn giao,"Tập thể, cư xá",75 m²,"51,33 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất cao cấp,,,,,,,,,,,,,,,
2025-10-02T23:48:22.975420,Cập nhật 8 ngày trước,"7,48 tỷ",,,32.7 m²,"228,75 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,Đông,Nhà nở hậu Hẻm xe hơi,8.7 m,3.7 m,"Nhà ngõ, hẻm",3,,,,39 m²,,,,
2025-10-02T23:48:26.885017,Cập nhật 5 ngày trước,"16,9 tỷ",,,60 m²,"281,67 triệu/m²",Đã có sổ,4 phòng,,,,,Hẻm xe hơi Nhà nở hậu,5.12 m,,"Nhà ngõ, hẻm",6,,,,60 m²,,,,
2025-10-02T23:48:29.267003,Cập nhật 6 ngày trước,"4,45 tỷ",,,59 m²,"75,42 triệu/m²",Đang chờ sổ,2 phòng,2 phòng,Hoàn thiện cơ bản,,,,4.5 m,,"Nhà ngõ, hẻm",3,,,,59 m²,,,,
2025-10-02T23:48:29.563157,Cập nhật 6 ngày trước,7 tỷ,,,50 m²,140 triệu/m²,Đã có sổ,,,,Đất thổ cư,,Hẻm xe hơi Nở hậu,5.2 m,,,,,,m²,,,,,
2025-10-02T23:48:34.554606,Cập nhật 3 ngày trước,4 tỷ,Đã bàn giao,"Tập thể, cư xá",100 m²,40 triệu/m²,Sổ hồng riêng,4 phòng,2 phòng,Nội thất đầy đủ,,,,,,,,,,,,,,,
2025-10-02T23:48:35.988304,Cập nhật 7 ngày trước,"10,9 tỷ",,,50 m²,218 triệu/m²,Đã có sổ,5 phòng,4 phòng,,,,,4 m,12.5 m,"Nhà ngõ, hẻm",,,,,50 m²,,,,
2025-10-02T23:48:40.385867,Cập nhật 7 ngày trước,"7,1 tỷ",,,32 m²,"221,88 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:48:45.291353,Cập nhật 7 ngày trước,"14,6 tỷ",,,40 m²,365 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,Hẻm xe hơi,4 m,,"Nhà mặt phố, mặt tiền",4,,,,40 m²,,,,
2025-10-02T23:48:46.671972,Cập nhật 7 ngày trước,"16,5 tỷ",,,65 m²,"253,85 triệu/m²",Đã có sổ,3 phòng,2 phòng,,,,Hẻm xe hơi,6.5 m,10 m,"Nhà ngõ, hẻm",3,,,,,,,,
2025-10-02T23:48:49.687804,Cập nhật 8 ngày trước,"8,68 tỷ",,,36 m²,"241,11 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,36 m²,,,,
2025-10-02T23:48:53.175340,Cập nhật 6 ngày trước,"7,1 tỷ",,,30 m²,"236,67 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,Hẻm xe hơi,3.8 m,7 m,"Nhà ngõ, hẻm",5,,,,30 m²,,,,
2025-10-02T23:48:52.985838,Cập nhật 8 ngày trước,"6,8 tỷ",,,35 m²,"194,29 triệu/m²",Đã có sổ,,,,Đất thổ cư,Đông Nam,,3.5 m,10 m,,,,,,,,,,
2025-10-02T23:48:57.129427,Cập nhật 7 ngày trước,"8,2 tỷ",,,45 m²,"182,22 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:48:57.506832,Cập nhật 6 ngày trước,"12,6 tỷ",,,53 m²,"237,74 triệu/m²",Đã có sổ,4 phòng,,,,,Hẻm xe hơi,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:49:03.136214,Cập nhật 6 ngày trước,"9,79 tỷ",,,70 m²,"139,86 triệu/m²",Đã có sổ,,,,Đất thổ cư,,,,,,,,,,,,,,
2025-10-02T23:49:03.675627,Cập nhật 6 ngày trước,"7,65 tỷ",,,39 m²,"196,15 triệu/m²",Đã có sổ,5 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:49:07.510456,Cập nhật 8 ngày trước,"8,75 tỷ",,,50 m²,175 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:49:07.612287,Cập nhật 5 ngày trước,"5,99 tỷ",,,80 m²,"74,88 triệu/m²",Đã có sổ,,,,Đất thổ cư,Nam,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,6 m,13 m,,,,,,,,,,
2025-10-02T23:49:07.789517,Cập nhật 8 ngày trước,"9,5 tỷ",,,36 m²,"263,89 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,,,,,,"Nhà ngõ, hẻm",6,,,,,,,,
2025-10-02T23:49:13.503897,Cập nhật 6 ngày trước,"4,1 tỷ",,,35 m²,"117,14 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:49:13.897829,Cập nhật 6 ngày trước,"21,5 tỷ",,,56 m²,"383,93 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,,,Hẻm xe hơi,5.6 m,,"Nhà ngõ, hẻm",8,,,,,,,,
2025-10-02T23:49:17.564066,Cập nhật 6 ngày trước,"8,9 tỷ",,,50 m²,178 triệu/m²,Đã có sổ,5 phòng,,,,,,,,"Nhà ngõ, hẻm",6,,,,,,,,
2025-10-02T23:49:18.185562,Cập nhật 7 ngày trước,"6,55 tỷ",,,52 m²,"125,96 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:49:19.328222,Cập nhật 6 ngày trước,"6,8 tỷ",,,55 m²,"123,64 triệu/m²",Đã có sổ,,,,Đất thổ cư,,,,,,,,,m²,,,,,
2025-10-02T23:49:23.387019,Cập nhật 6 ngày trước,"6,75 tỷ",,,40 m²,"168,75 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:49:24.532323,Cập nhật 1 ngày trước,"8,9 tỷ",,,71 m²,"125,35 triệu/m²",Đã có sổ,4 phòng,4 phòng,Hoàn thiện cơ bản,,Tây Nam,Nhà nở hậu,4 m,18 m,"Nhà ngõ, hẻm",4,,,,71 m²,,,,
2025-10-02T23:49:26.690023,Cập nhật 7 ngày trước,"7,7 tỷ",,,45 m²,"171,11 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:49:28.903473,Cập nhật 7 ngày trước,19 tỷ,,,52 m²,"365,38 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:49:28.711149,Cập nhật 7 ngày trước,"7,3 tỷ",,,30 m²,"243,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,,4 m,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:49:33.093730,Cập nhật 7 ngày trước,"7,2 tỷ",,,30 m²,240 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,Nhà nở hậu,,,"Nhà ngõ, hẻm",6,,,,,,,,
2025-10-02T23:49:35.448033,Cập nhật 7 ngày trước,7 tỷ,,,33 m²,"212,12 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,Đông Bắc,Nhà nở hậu,4 m,8 m,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:49:38.834494,Cập nhật 10 giờ trước,"4,2 tỷ",,,50 m²,84 triệu/m²,Đã có sổ,,,,Đất thổ cư,,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,,,,,,,,,,,,
2025-10-02T23:49:40.272579,Cập nhật 3 ngày trước,"7,48 tỷ",,,46 m²,"162,61 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,Nhà nở hậu,4.1 m,,"Nhà ngõ, hẻm",4,,,,46 m²,,,,
2025-10-02T23:49:42.722473,Cập nhật 8 ngày trước,"7,8 tỷ",,,36 m²,"216,67 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,,,Hiện trạng khác,,,"Nhà ngõ, hẻm",4,,,,,,,,
2025-10-02T23:49:45.129143,Cập nhật 7 ngày trước,22 tỷ,,,90 m²,"244,44 triệu/m²",Đã có sổ,,,,,,,,,,,,,,,,Văn phòng,,
2025-10-02T23:49:48.687006,Cập nhật 6 ngày trước,6 tỷ,Đã bàn giao,Chung cư,76 m²,"78,95 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất đầy đủ,,Đông Bắc,,,,,,,,,,Căn góc,,Tây Nam,
2025-10-02T23:49:49.415567,Cập nhật 7 ngày trước,"15,8 tỷ",,,75 m²,"210,67 triệu/m²",Đã có sổ,6 phòng,,Hoàn thiện cơ bản,,,,4 m,,"Nhà mặt phố, mặt tiền",7,,,,75 m²,,,,
2025-10-02T23:49:53.889569,Cập nhật 8 ngày trước,9 tỷ,,,52 m²,"173,08 triệu/m²",Đã có sổ,6 phòng,5 phòng,Nội thất đầy đủ,,,Hẻm xe hơi,,,"Nhà ngõ, hẻm",5,,,,52 m²,,,,
2025-10-02T23:49:54.043641,Cập nhật 5 ngày trước,13 tỷ,,,45 m²,"288,89 triệu/m²",Đã có sổ,5 phòng,4 phòng,,,,Hẻm xe hơi Nhà nở hậu,3.8 m,,Nhà phố liền kề,5,,,,45 m²,,,,
2025-10-02T23:49:58.429991,Cập nhật 7 ngày trước,"7,6 tỷ",,,47 m²,"161,70 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:50:02.964401,Cập nhật 6 ngày trước,"37,5 tỷ",,,52 m²,"721,15 triệu/m²",Đã có sổ,6 phòng,6 phòng,,,,Hẻm xe hơi,3.2 m,,"Nhà mặt phố, mặt tiền",6,,,,300 m²,,,,
2025-10-02T23:50:03.483370,Cập nhật 8 ngày trước,"8,99 tỷ",,,36 m²,"249,72 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,Hẻm xe hơi Nhà nở hậu,4 m,9 m,"Nhà ngõ, hẻm",5,,,,36 m²,,,,
2025-10-02T23:50:07.465896,Cập nhật 4 ngày trước,"7,9 tỷ",,,16 m²,"493,75 triệu/m²",Đã có sổ,3 phòng,,,,,Nhà dính quy hoạch / lộ giới,,,"Nhà mặt phố, mặt tiền",5,,,,,,,,
2025-10-02T23:50:08.461844,Cập nhật 6 ngày trước,"1,8 tỷ",,,42 m²,"42,86 triệu/m²",Đã có sổ,,,,Đất thổ cư,,,4.4 m,9.8 m,,,,,m²,,,,,
2025-10-02T23:50:12.698579,Cập nhật 5 ngày trước,"9,5 tỷ",Chưa bàn giao,Chung cư,115 m²,"82,61 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Nội thất cao cấp,,Nam,,,,,,,,,,,,Bắc,
2025-10-02T23:50:17.004595,Cập nhật 7 ngày trước,"13,755 tỷ",,,55 m²,"250,09 triệu/m²",Đã có sổ,6 phòng,5 phòng,Nội thất đầy đủ,,,Nhà nở hậu,,,"Nhà ngõ, hẻm",5,,,,60 m²,,,,
2025-10-02T23:50:17.076230,Cập nhật 7 ngày trước,"7,89 tỷ",,,40 m²,"197,25 triệu/m²",Đã có sổ,3 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:50:22.375759,Cập nhật 7 ngày trước,"8,3 tỷ",,,45 m²,"184,44 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:50:22.574142,Cập nhật 3 giờ trước,"9,5 tỷ",,,45 m²,"211,11 triệu/m²",Đã có sổ,6 phòng,4 phòng,,,,Nhà nở hậu,,,"Nhà ngõ, hẻm",5,,,,45 m²,,,,
2025-10-02T23:50:24.270563,Cập nhật 8 ngày trước,"5,4 tỷ",Đã bàn giao,Chung cư,65 m²,"83,08 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất cao cấp,,,,,,,,,,,,,,Đông Nam,
2025-10-02T23:50:26.487745,Cập nhật 6 ngày trước,12 tỷ,,,60 m²,200 triệu/m²,Đã có sổ,nhiều hơn 10 phòng,,Nội thất đầy đủ,,,Hẻm xe hơi Nhà nở hậu,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:50:26.482744,Cập nhật 7 ngày trước,"11,5 tỷ",,,40 m²,"287,50 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,,,Hẻm xe hơi Nhà nở hậu,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:50:31.803742,Cập nhật 7 ngày trước,"6,1 tỷ",,,37 m²,"164,86 triệu/m²",Đã có sổ,2 phòng,2 phòng,Hoàn thiện cơ bản,,Tây Bắc,,,,"Nhà ngõ, hẻm",3,,,,91 m²,,,,
2025-10-02T23:50:33.270397,Cập nhật 8 ngày trước,"10,7 tỷ",,,40 m²,"267,50 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất cao cấp,,Tây Bắc,Hẻm xe hơi,3.2 m,13 m,"Nhà ngõ, hẻm",5,,,,200 m²,,,,
2025-10-02T23:50:35.984945,Cập nhật 8 ngày trước,"7,9 tỷ",,,54 m²,"146,30 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,,,Hẻm xe hơi,4 m,,"Nhà ngõ, hẻm",3,,,,54 m²,,,,
2025-10-02T23:50:37.033711,Cập nhật 6 ngày trước,9 tỷ,,,42 m²,"214,29 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất đầy đủ,,,,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:50:41.496596,Cập nhật 7 ngày trước,"11,7 tỷ",Chưa bàn giao,Chung cư,129 m²,"90,70 triệu/m²",Sổ hồng riêng,3 phòng,,Hoàn thiện cơ bản,,,,,,,,Lavish,SM2 20-04,,,,,Đông,20
2025-10-02T23:50:46.307978,Cập nhật 6 ngày trước,"7,2 tỷ",,,43 m²,"167,44 triệu/m²",Đã có sổ,3 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:50:46.363603,Cập nhật 6 ngày trước,"5,9 tỷ",,,25 m²,236 triệu/m²,Đã có sổ,3 phòng,,,,,,,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:50:55.851362,Cập nhật 8 ngày trước,"10,5 tỷ",,,42 m²,250 triệu/m²,Đã có sổ,5 phòng,,Nội thất đầy đủ,,,Nhà nở hậu,4.2 m,10 m,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:50:58.457050,Cập nhật 7 ngày trước,7 tỷ,,,30 m²,"233,33 triệu/m²",Đã có sổ,3 phòng,4 phòng,,,,,3.7 m,,"Nhà ngõ, hẻm",5,,,,32 m²,,,,
2025-10-02T23:50:59.271164,Cập nhật 6 ngày trước,"5,5 tỷ",Đã bàn giao,Chung cư,60 m²,"91,67 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Nội thất đầy đủ,,Bắc,,,,,,,,,,Căn góc,,Nam,
2025-10-02T23:51:02.048600,Cập nhật 6 ngày trước,"4,3 tỷ",,,44 m²,"97,73 triệu/m²",Đã có sổ,3 phòng,2 phòng,Hoàn thiện cơ bản,,Nam,Hẻm xe hơi Hiện trạng khác,6 m,7 m,"Nhà ngõ, hẻm",3,,,,46 m²,,,,
2025-10-02T23:51:02.497675,Cập nhật 1 ngày trước,"14,8 tỷ",,,70 m²,"211,43 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,Tây Nam,Hẻm xe hơi Nhà nở hậu,4 m,18 m,"Nhà ngõ, hẻm",6,,,,70 m²,,,,
2025-10-02T23:51:06.528959,Cập nhật 6 ngày trước,"42,5 tỷ",,,155 m²,"274,19 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,9 m,17.2 m,Nhà biệt thự,4,,,,,,,,
2025-10-02T23:51:07.783369,Cập nhật 7 ngày trước,"13,9 tỷ",,,64 m²,"217,19 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,,5 m,12.8 m,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:51:11.837162,Cập nhật 7 ngày trước,"7,9 tỷ",,,43 m²,"183,72 triệu/m²",Đã có sổ,4 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:51:14.799303,Cập nhật 7 ngày trước,"8,05 tỷ",,,37 m²,"217,57 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,,,,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:51:15.933454,Cập nhật 4 giờ trước,"7,3 tỷ",,,41 m²,"178,05 triệu/m²",Đã có sổ,3 phòng,4 phòng,,,,,,,"Nhà ngõ, hẻm",,,,,35 m²,,,,
2025-10-02T23:51:16.751443,Cập nhật 8 ngày trước,"11,92 tỷ",,,40 m²,298 triệu/m²,Đã có sổ,4 phòng,6 phòng,Nội thất đầy đủ,,,Hẻm xe hơi,,,"Nhà ngõ, hẻm",,,,,45 m²,,,,
2025-10-02T23:51:18.678233,Cập nhật 8 ngày trước,"1,15 tỷ",Đã bàn giao,Chung cư,52 m²,"22,12 triệu/m²",Đang chờ sổ,2 phòng,2 phòng,,,,,,,,,8,,,,Căn góc,,,6
2025-10-02T23:51:22.299387,Cập nhật 7 ngày trước,"22,8 tỷ",,,80 m²,285 triệu/m²,Đã có sổ,6 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",6,,,,,,,,
2025-10-02T23:51:24.460647,Cập nhật 7 ngày trước,"5,9 tỷ",,,28 m²,"210,71 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,Hẻm xe hơi Nhà nở hậu,4.5 m,,"Nhà ngõ, hẻm",5,,,,120 m²,,,,
2025-10-02T23:51:27.718504,Cập nhật 7 ngày trước,"2,3 tỷ",,,33 m²,"69,70 triệu/m²",Không có sổ,4 phòng,3 phòng,Nội thất đầy đủ,,,,4.5 m,7.3 m,"Nhà ngõ, hẻm",4,,,,33 m²,,,,
2025-10-02T23:51:27.821867,Cập nhật 6 ngày trước,"6,45 tỷ",,,40 m²,"161,25 triệu/m²",Đã có sổ,5 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:51:28.063645,Cập nhật 8 ngày trước,750 triệu,Đã bàn giao,"Căn hộ dịch vụ, mini",48 m²,"15,62 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất đầy đủ,,Đông,,,,,,,,,,,,Đông Nam,
2025-10-02T23:51:31.206570,Cập nhật 4 ngày trước,"10,2 tỷ",,,45 m²,"226,67 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,Hẻm xe hơi Nhà nở hậu,4.2 m,,"Nhà ngõ, hẻm",6,,,,45 m²,,,,
2025-10-02T23:51:34.576214,Cập nhật 1 ngày trước,"6,4 tỷ",,,22 m²,"290,91 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,Nhà nở hậu,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:51:38.094252,Cập nhật 7 ngày trước,"17,6 tỷ",,,56 m²,"314,29 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,Nhà nở hậu,3.8 m,,"Nhà mặt phố, mặt tiền",4,,,,56 m²,,,,
2025-10-02T23:51:38.309970,Cập nhật 8 ngày trước,"16,5 tỷ",,,75 m²,220 triệu/m²,Đang chờ sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,,5 m,,"Nhà mặt phố, mặt tiền",3,,,,,,,,
2025-10-02T23:51:42.059729,Cập nhật 7 ngày trước,9 tỷ,,,40 m²,225 triệu/m²,Đã có sổ,3 phòng,,,,,,,,"Nhà ngõ, hẻm",6,,,,,,,,
2025-10-02T23:51:43.662519,Cập nhật 8 ngày trước,"5,8 triệu",Đã bàn giao,"Tập thể, cư xá",86 m²,67.441 đ/m²,Sổ hồng riêng,3 phòng,,Nội thất đầy đủ,,,,,,,,,,,,Căn góc,,,
2025-10-02T23:51:47.132408,Cập nhật 7 ngày trước,"6,5 tỷ",,,40 m²,"162,50 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,,,"Nhà ngõ, hẻm",5,,,,,,,,
2025-10-02T23:51:48.235711,Cập nhật 8 ngày trước,31 tỷ,,,130 m²,"238,46 triệu/m²",Đã có sổ,8 phòng,,,,,,,,"Nhà mặt phố, mặt tiền",,,,,,,,,
2025-10-02T23:51:48.355052,Cập nhật 6 ngày trước,"7,25 tỷ",,,40 m²,"181,25 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,Hẻm xe hơi Nhà nở hậu,5 m,,"Nhà mặt phố, mặt tiền",5,,,,45 m²,,,,
2025-10-02T23:51:52.399205,Cập nhật 8 ngày trước,"5,8 tỷ",,,36 m²,"161,11 triệu/m²",Đã có sổ,2 phòng,,Nội thất đầy đủ,,,,4.3 m,8.4 m,"Nhà ngõ, hẻm",3,,,,,,,,
2025-10-02T23:51:52.811764,Cập nhật 6 ngày trước,12 tỷ,,,50 m²,240 triệu/m²,Đã có sổ,5 phòng,4 phòng,Hoàn thiện cơ bản,,,,,,"Nhà ngõ, hẻm",5,,,,250 m²,,,,
2025-10-02T23:51:56.346691,Cập nhật 7 ngày trước,72 tỷ,,,176 m²,"409,09 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,,Nội thất cao cấp,,,Nhà nở hậu,8 m,20 m,"Nhà ngõ, hẻm",9,,,,1581 m²,,,,
2025-10-02T23:51:57.771689,Cập nhật 7 ngày trước,"6,82 tỷ",,,32 m²,"213,12 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,Nhà nở hậu,4.5 m,,"Nhà ngõ, hẻm",,,,,,,,,
2025-10-02T23:52:01.889908,Cập nhật 6 ngày trước,"6,7 tỷ",,,55 m²,"121,82 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,,,,4 m,,"Nhà ngõ, hẻm",5,,,,55 m²,,,,
2025-10-02T23:52:05.530804,Cập nhật 7 ngày trước,"6,65 tỷ",,,50 m²,133 triệu/m²,Đã có sổ,,,,Đất thổ cư,,Mặt tiền Thổ cư toàn bộ Nở hậu,,,,,,,m²,,,,,
2025-10-02T23:52:07.104238,Cập nhật 6 ngày trước,"14,3 tỷ",,,60 m²,"238,33 triệu/m²",Đã có sổ,4 phòng,4 phòng,Hoàn thiện cơ bản,,Đông Nam,Hẻm xe hơi,4.2 m,14.2 m,"Nhà ngõ, hẻm",5,,,,240 m²,,,,
2025-10-02T23:52:10.753744,Cập nhật 7 ngày trước,"7,59 tỷ",,,32 m²,"237,19 triệu/m²",Đã có sổ,3 phòng,5 phòng,Nội thất cao cấp,,,Nhà nở hậu,5 m,6.3 m,"Nhà ngõ, hẻm",5,,,,32 m²,,,,
2025-10-02T23:52:12.720734,Cập nhật 7 ngày trước,28 tỷ,,,77 m²,"363,64 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,,,,,Hẻm xe hơi,4.8 m,16 m,"Nhà mặt phố, mặt tiền",8,,,,,,,,
2025-10-02T23:52:14.889094,Cập nhật 6 ngày trước,"14,8 tỷ",,,45 m²,"328,89 triệu/m²",Đã có sổ,8 phòng,5 phòng,Nội thất cao cấp,,,Hẻm xe hơi Nhà nở hậu,4.5 m,,"Nhà mặt phố, mặt tiền",6,,,,,,,,
2025-10-02T23:52:15.178870,Cập nhật 7 ngày trước,"3,5 tỷ",,,50 m²,70 triệu/m²,Đã có sổ,,,,Đất thổ cư,,,,,,,,,m²,,,,,
2025-10-02T23:52:16.265915,Cập nhật 7 ngày trước,"8,35 tỷ",,,60 m²,"139,17 triệu/m²",Đã có sổ,,,,Đất thổ cư,,Hẻm xe hơi Thổ cư 1 phần,4 m,15 m,,,,,,,,,,
