now,published_at,price,house_type,size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,floors,property_status,apartment_type,floornumber,land_type,pty_characteristics,width,length,block,size_unit,living_size,unitnumber,commercial_type,direction,apartment_feature,balconydirection
2025-10-04T00:25:46.931525,Cập nhật 7 ngày trước,"5,9 tỷ","Nhà ngõ, hẻm",25 m²,236 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4,,,,,Nhà nở hậu,,,,,,,,,,
2025-10-04T00:25:50.338817,Cập nhật 9 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",39 m²,"243,59 triệu/m²",Đã có sổ,3 phòng,,Nội thất cao cấp,,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:25:52.664061,Cập nhật 15 giờ trước,"2,75 tỷ",,55 m²,50 triệu/m²,Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:25:54.031121,Cập nhật 9 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",52 m²,"182,69 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:26:00.881843,Cập nhật 5 ngày trước,"7,25 tỷ","Nhà ngõ, hẻm",30.5 m²,"237,70 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,,,"Hẻm xe hơi
Nhà nở hậu",3.5 m,,,,33 m²,,,Bắc,,
2025-10-04T00:26:05.295950,Cập nhật 8 ngày trước,"7,7 tỷ",,90 m²,"85,56 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",6.5 m,,,,,,,,,
2025-10-04T00:26:10.127182,Cập nhật 9 ngày trước,"8,8 tỷ","Nhà ngõ, hẻm",52 m²,"169,23 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,3,,,,,Nhà nở hậu,6 m,,,,52 m²,,,,,
2025-10-04T00:26:10.224472,Cập nhật 8 ngày trước,"5,6 tỷ","Nhà mặt phố, mặt tiền",30 m²,"186,67 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:26:15.128978,Cập nhật 7 ngày trước,290 tỷ,"Nhà mặt phố, mặt tiền",225 m²,"1,29 tỷ/m²",Đã có sổ,10 phòng,Nhiều hơn 6 phòng,,10,,,,,,11 m,,,,,,,,,
2025-10-04T00:26:18.548059,Cập nhật 8 ngày trước,"6,3 tỷ","Nhà ngõ, hẻm",35 m²,180 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:26:24.966756,Cập nhật 8 ngày trước,37 tỷ,"Nhà mặt phố, mặt tiền",55 m²,"672,73 triệu/m²",Đã có sổ,6 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,8,,,,,,5 m,11 m,,,55 m²,,,,,
2025-10-04T00:26:25.799687,Cập nhật 7 ngày trước,"8,4 tỷ","Nhà ngõ, hẻm",47 m²,"178,72 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:26:27.134316,Cập nhật 9 ngày trước,"5,18 tỷ","Nhà ngõ, hẻm",32 m²,"161,88 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:26:30.350746,Cập nhật 8 ngày trước,"9,95 tỷ",,42 m²,"236,90 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,,,,,,,,,,
2025-10-04T00:26:32.433902,Cập nhật 8 ngày trước,7 tỷ,"Nhà ngõ, hẻm",40 m²,175 triệu/m²,Đã có sổ,3 phòng,3 phòng,,4,,,,,,4 m,,,,40 m²,,,,,
2025-10-04T00:26:37.217230,Cập nhật 8 ngày trước,"7,498 tỷ",,44 m²,"170,41 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:26:37.501317,Cập nhật 8 ngày trước,"4,5 tỷ","Nhà mặt phố, mặt tiền",31 m²,"145,16 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,4,,,,,Nhà nở hậu,3.27 m,12 m,,,31 m²,,,,,
2025-10-04T00:26:40.964702,Cập nhật 9 ngày trước,"10,8 tỷ","Nhà mặt phố, mặt tiền",41 m²,"263,41 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất đầy đủ,4,,,,,"Hẻm xe hơi
Nhà nở hậu",4 m,,,,200 m²,,,,,
2025-10-04T00:26:46.666632,Cập nhật 8 ngày trước,12 tỷ,,55 m²,"218,18 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Nở hậu",,,,m²,,,,,,
2025-10-04T00:26:50.133861,Cập nhật 9 ngày trước,"13,5 tỷ","Nhà ngõ, hẻm",55 m²,"245,45 triệu/m²",Đã có sổ,6 phòng,5 phòng,Nội thất đầy đủ,7,,,,,Hẻm xe hơi,5 m,11 m,,,55 m²,,,,,
2025-10-04T00:26:52.299931,Cập nhật 9 ngày trước,"7,75 tỷ","Nhà ngõ, hẻm",36 m²,"215,28 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,3.3 m,11 m,,,36 m²,,,,,
2025-10-04T00:26:52.601535,Cập nhật 7 ngày trước,8 tỷ,"Nhà ngõ, hẻm",40 m²,200 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,,,,Hiện trạng khác,,,,,40 m²,,,,,
2025-10-04T00:26:56.259029,Cập nhật 7 ngày trước,"5,9 tỷ",,43.8 m²,"134,70 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,3.5 m,12.5 m,,m²,,,,Bắc,,
2025-10-04T00:27:07.137220,Cập nhật 8 ngày trước,"4,5 tỷ","Nhà ngõ, hẻm",31 m²,"145,16 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,,,,,,,,,31 m²,,,,,
2025-10-04T00:27:05.274590,Cập nhật 9 ngày trước,"7,9 tỷ","Nhà ngõ, hẻm",42 m²,"188,10 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:27:12.473781,Cập nhật 5 ngày trước,"11,99 tỷ","Nhà ngõ, hẻm",40 m²,"299,75 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,6,,,,,Hẻm xe hơi,6 m,8 m,,,40 m²,,,,,
2025-10-04T00:27:10.600672,Cập nhật 8 ngày trước,"6,76 tỷ","Nhà ngõ, hẻm",26.2 m²,"258,02 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất đầy đủ,4,,,,,Nhà nở hậu,3 m,9 m,,,32 m²,,,Đông,,
2025-10-04T00:27:23.163408,Cập nhật 5 ngày trước,"7,35 tỷ","Nhà ngõ, hẻm",35 m²,210 triệu/m²,Đã có sổ,4 phòng,,Nội thất đầy đủ,5,,,,,,,,,,,,,,,
2025-10-04T00:27:23.344973,Cập nhật 8 ngày trước,"10,9 tỷ","Nhà ngõ, hẻm",35 m²,"311,43 triệu/m²",Đã có sổ,3 phòng,,,5,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:27:21.374758,Cập nhật 7 ngày trước,29 tỷ,"Nhà mặt phố, mặt tiền",65 m²,"446,15 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3,,,,,Hiện trạng khác,6 m,11 m,,,65 m²,,,Tây,,
2025-10-04T00:27:27.812011,Cập nhật 7 ngày trước,"3,3 tỷ",,116 m²,"28,45 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Thổ cư toàn bộ
Hẻm xe hơi",4 m,29 m,,m²,,,,,,
2025-10-04T00:27:25.339348,Cập nhật 6 ngày trước,"13,9 tỷ","Nhà ngõ, hẻm",39 m²,"356,41 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,Nhà nở hậu,3.5 m,,,,39 m²,,,,,
2025-10-04T00:27:32.950522,Cập nhật 8 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",37 m²,"202,70 triệu/m²",Đã có sổ,3 phòng,5 phòng,Nội thất đầy đủ,,,,,,,,,,,,,,,,
2025-10-04T00:27:36.728829,Cập nhật 9 ngày trước,"3,25 tỷ",,70 m²,"46,43 triệu/m²",Đang chờ sổ,2 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:27:40.765890,Cập nhật 8 ngày trước,"6,6 tỷ","Nhà mặt phố, mặt tiền",40 m²,165 triệu/m²,Đã có sổ,4 phòng,,,,,,,,Nhà nở hậu,,,,,,,,,,
2025-10-04T00:27:49.421283,Cập nhật 8 ngày trước,"17,5 tỷ","Nhà mặt phố, mặt tiền",45 m²,"388,89 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,45 m²,,,,,
2025-10-04T00:27:47.966994,Cập nhật 9 ngày trước,"5,9 tỷ","Nhà ngõ, hẻm",21 m²,"280,95 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:27:54.675366,Cập nhật 6 ngày trước,"8,15 tỷ","Nhà mặt phố, mặt tiền",61 m²,"133,61 triệu/m²",Đã có sổ,6 phòng,,Nội thất cao cấp,6,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:27:58.742867,Cập nhật 9 ngày trước,"4,8 tỷ","Nhà ngõ, hẻm",32 m²,150 triệu/m²,Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:28:04.728679,Cập nhật 7 ngày trước,4 tỷ,"Nhà ngõ, hẻm",45 m²,"88,89 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất cao cấp,4,,,,,,,,,,,,,,,
2025-10-04T00:28:05.175896,Cập nhật 2 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",48 m²,"135,42 triệu/m²",Đã có sổ,4 phòng,,,5,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:28:06.974803,Cập nhật 9 ngày trước,"5,5 tỷ",,60 m²,"91,67 triệu/m²",Sổ hồng riêng,3 phòng,,,,Chưa bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:28:12.011894,Cập nhật 9 ngày trước,"8,35 tỷ","Nhà ngõ, hẻm",45 m²,"185,56 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,5,,,,,,,,,,,,,,,
2025-10-04T00:28:15.920666,Cập nhật 8 ngày trước,"8,25 tỷ","Nhà ngõ, hẻm",40 m²,"206,25 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:28:18.423966,Cập nhật 7 ngày trước,"6,1 tỷ",,80 m²,"76,25 triệu/m²",Sổ hồng riêng,3 phòng,,Nội thất đầy đủ,,Chưa bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:28:20.131422,Cập nhật 8 ngày trước,"12,6 tỷ","Nhà ngõ, hẻm",58 m²,"217,24 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4,,,,,Hẻm xe hơi,6.8 m,8.5 m,,,,,,,,
2025-10-04T00:28:24.165051,Cập nhật 8 ngày trước,"6,2 tỷ","Nhà ngõ, hẻm",60 m²,"103,33 triệu/m²",Đã có sổ,2 phòng,2 phòng,Nội thất đầy đủ,3,,,,,,,,,,60 m²,,,,,
2025-10-04T00:28:28.182832,Cập nhật 9 ngày trước,"4,68 tỷ",,68 m²,"68,82 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất cao cấp,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,,,,,,
2025-10-04T00:28:35.490003,Cập nhật 8 ngày trước,"4,48 tỷ","Nhà ngõ, hẻm",22 m²,"203,64 triệu/m²",Đã có sổ,3 phòng,3 phòng,,4,,,,,"Hiện trạng khác
Nhà nở hậu
Hẻm xe hơi",7 m,3.3 m,,,22 m²,,,,,
2025-10-04T00:28:41.738523,Cập nhật 8 ngày trước,"5,9 tỷ","Nhà ngõ, hẻm",35 m²,"168,57 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,5,,,,,"Hẻm xe hơi
Nhà nở hậu",3.5 m,10 m,,,35 m²,,,Nam,,
2025-10-04T00:28:45.053273,Cập nhật 8 ngày trước,"6,75 tỷ","Nhà ngõ, hẻm",44 m²,"153,41 triệu/m²",Đã có sổ,3 phòng,,,4,,,,,,,,,,,,,,,
2025-10-04T00:28:49.982999,Cập nhật 9 ngày trước,"4,6 tỷ",,78 m²,"58,97 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,,,,
2025-10-04T00:28:50.184896,Cập nhật 7 ngày trước,"8,6 tỷ",,85 m²,"101,18 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,,5.3 m,16 m,,,,,,,,
2025-10-04T00:28:53.614019,Cập nhật 7 ngày trước,"16,45 tỷ",Nhà phố liền kề,63 m²,"261,11 triệu/m²",Đã có sổ,4 phòng,5 phòng,Nội thất đầy đủ,6,,,,,,5 m,,,,63 m²,,,,,
2025-10-04T00:28:56.064567,Cập nhật 9 ngày trước,"6,7 tỷ","Nhà ngõ, hẻm",38 m²,"176,32 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:28:58.515921,Cập nhật 9 ngày trước,"8,23 tỷ","Nhà ngõ, hẻm",47 m²,"175,11 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:29:04.623879,Cập nhật 8 ngày trước,"5,755 tỷ","Nhà mặt phố, mặt tiền",32 m²,"179,84 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,4,,,,,Nhà nở hậu,,,,,32 m²,,,,,
2025-10-04T00:29:04.792895,Cập nhật 3 giờ trước,5 tỷ,"Nhà ngõ, hẻm",35 m²,"142,86 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,"Hẻm xe hơi
Nhà nở hậu",4 m,9 m,,,150 m²,,,Tây Bắc,,
2025-10-04T00:29:06.676695,Cập nhật 8 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",35 m²,"217,14 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,5,,,,,"Nhà nở hậu
Hẻm xe hơi",3.5 m,10 m,,,35 m²,,,,,
2025-10-04T00:29:12.582254,Cập nhật 8 ngày trước,"5,5 tỷ",,66 m²,"83,33 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,Chung cư,,,,,,,,,,,,,
2025-10-04T00:29:12.472341,Cập nhật 1 ngày trước,"6,95 tỷ","Nhà ngõ, hẻm",33 m²,"210,61 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,5,,,,,Hẻm xe hơi,,,,,33 m²,,,,,
2025-10-04T00:29:19.096148,Cập nhật 7 ngày trước,18 tỷ,,335 m²,"53,73 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền,15 m,22 m,sát bờ đê,m²,,,,,,
2025-10-04T00:29:20.014699,Cập nhật 9 ngày trước,"5,7 tỷ","Nhà ngõ, hẻm",33.5 m²,"170,15 triệu/m²",Đã có sổ,5 phòng,3 phòng,Nội thất đầy đủ,4,,,,,,,,,,,,,,,
2025-10-04T00:29:27.979695,Cập nhật 7 ngày trước,"5,38 tỷ","Nhà ngõ, hẻm",45 m²,"119,56 triệu/m²",Đã có sổ,3 phòng,,Hoàn thiện cơ bản,4,,,,,,4 m,,,,45 m²,,,,,
2025-10-04T00:29:28.185647,Cập nhật 7 ngày trước,"5,95 tỷ","Nhà ngõ, hẻm",30 m²,"198,33 triệu/m²",Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,5,,,,,Hẻm xe hơi,4 m,,,,30 m²,,,,,
2025-10-04T00:29:30.622564,Cập nhật 8 ngày trước,14 tỷ,Nhà phố liền kề,57 m²,"245,61 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,4,,,,,"Hẻm xe hơi
Nhà nở hậu",5 m,,,,,,,,,
2025-10-04T00:29:35.218380,Cập nhật 2 ngày trước,"2,7 tỷ",,125 m²,"21,60 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",6 m,21 m,,,,,,Đông Nam,,
2025-10-04T00:29:35.626928,Cập nhật 2 ngày trước,"4,95 tỷ","Nhà ngõ, hẻm",49 m²,"101,02 triệu/m²",Đã có sổ,4 phòng,2 phòng,Hoàn thiện cơ bản,2,,,,,,4.8 m,11 m,,,,,,,,
2025-10-04T00:29:44.464317,Cập nhật 7 ngày trước,"3,58 tỷ",,70 m²,"51,14 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,,,,
2025-10-04T00:29:44.735674,Cập nhật 7 ngày trước,"11,5 tỷ","Nhà ngõ, hẻm",35 m²,"328,57 triệu/m²",Đã có sổ,3 phòng,,,,,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,35 m²,,,,,
2025-10-04T00:29:44.481278,Cập nhật 13 giờ trước,"4,1 tỷ",,90 m²,"45,56 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Nội thất cao cấp,,Đã bàn giao,"Tập thể, cư xá",4,,,,,5,,,,,,,
2025-10-04T00:29:48.833899,Cập nhật 7 ngày trước,"6,9 tỷ","Nhà ngõ, hẻm",31 m²,"222,58 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,,
2025-10-04T00:29:51.935679,Cập nhật 9 ngày trước,"7,345 tỷ","Nhà ngõ, hẻm",32 m²,"229,53 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,3.7 m,,,,32 m²,,,,,
2025-10-04T00:29:59.432556,Cập nhật 9 ngày trước,25 tỷ,"Nhà mặt phố, mặt tiền",78 m²,"320,51 triệu/m²",Đã có sổ,4 phòng,4 phòng,,5,,,,,,6.8 m,,,,,,,,,
2025-10-04T00:29:57.989729,Cập nhật 7 ngày trước,7 tỷ,"Nhà ngõ, hẻm",38 m²,"184,21 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,5,,,,,,4.8 m,,,,38 m²,,,,,
2025-10-04T00:30:04.756600,Cập nhật 7 ngày trước,"8,6 tỷ","Nhà ngõ, hẻm",40 m²,215 triệu/m²,Đã có sổ,4 phòng,,,6,,,,,,,,,,,,,,,
2025-10-04T00:30:07.809377,Cập nhật 9 ngày trước,"10,9 tỷ","Nhà mặt phố, mặt tiền",75 m²,"145,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,,3,,,,,,5 m,15 m,,,,,,,,
2025-10-04T00:30:07.911239,Cập nhật 9 ngày trước,"18,8 tỷ",Nhà phố liền kề,83 m²,"226,51 triệu/m²",Đã có sổ,4 phòng,3 phòng,,4,,,,,Hẻm xe hơi,5 m,16.6 m,,,332 m²,,,,,
2025-10-04T00:30:05.437680,Cập nhật 9 ngày trước,"7,2 tỷ",,80 m²,90 triệu/m²,Đã có sổ,,,,,,,,Đất thổ cư,Thổ cư toàn bộ,3.9 m,,,m²,,,,,,
2025-10-04T00:30:11.002143,Cập nhật 8 ngày trước,"18,9 tỷ","Nhà ngõ, hẻm",69 m²,"273,91 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,4,,,,,Hẻm xe hơi,,,,,69 m²,,,,,
2025-10-04T00:30:14.265207,Cập nhật 7 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",33 m²,"169,70 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,,,,,3.5 m,9.5 m,,,33 m²,,,,,
2025-10-04T00:30:16.981684,Cập nhật 7 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",55 m²,"172,73 triệu/m²",Đã có sổ,6 phòng,,,,,,,,,5 m,,,,,,,,,
2025-10-04T00:30:17.136142,Cập nhật 5 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",40 m²,"237,50 triệu/m²",Đã có sổ,5 phòng,5 phòng,Nội thất đầy đủ,6,,,,,,3.6 m,11 m,,,,,,Bắc,,
2025-10-04T00:30:22.590973,Cập nhật 9 ngày trước,"8,8 tỷ","Nhà ngõ, hẻm",32 m²,275 triệu/m²,Đã có sổ,4 phòng,,,,,,,,,,,,,35 m²,,,,,
2025-10-04T00:30:25.945038,Cập nhật 7 ngày trước,"6,4 tỷ","Nhà ngõ, hẻm",37 m²,"172,97 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:30:26.021712,Cập nhật 2 ngày trước,5 tỷ,"Nhà ngõ, hẻm",38 m²,"131,58 triệu/m²",Đã có sổ,3 phòng,4 phòng,,5,,,,,,,,,,,,,,,
2025-10-04T00:30:26.706650,Cập nhật 9 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",52 m²,"182,69 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:30:28.142655,Cập nhật 7 ngày trước,"17,2 tỷ","Nhà mặt phố, mặt tiền",46 m²,"373,91 triệu/m²",Đã có sổ,5 phòng,4 phòng,,5,,,,,,,,,,,,,,,
2025-10-04T00:30:34.916301,Cập nhật 7 ngày trước,"8,9 tỷ","Nhà ngõ, hẻm",55 m²,"161,82 triệu/m²",Đã có sổ,2 phòng,2 phòng,Nội thất đầy đủ,2,,,,,Hẻm xe hơi,4.2 m,,,,,,,,,
2025-10-04T00:30:35.486117,Cập nhật 8 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",40 m²,190 triệu/m²,Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:30:36.619023,Cập nhật 8 ngày trước,"7,09 tỷ","Nhà ngõ, hẻm",43 m²,"164,88 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,4.6 m,,,,,,,,,
2025-10-04T00:30:39.867117,Cập nhật 8 ngày trước,"27,9 tỷ",Nhà phố liền kề,77 m²,"362,34 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,7 m,13.5 m,,,,,,,,
2025-10-04T00:30:44.316095,Cập nhật 8 ngày trước,13 tỷ,"Nhà ngõ, hẻm",37 m²,"351,35 triệu/m²",Đã có sổ,4 phòng,,,5,,,,,,,,,,,,,,,
2025-10-04T00:30:44.736610,Cập nhật 7 ngày trước,"6,7 tỷ","Nhà ngõ, hẻm",65 m²,"103,08 triệu/m²",Đã có sổ,4 phòng,,Nội thất cao cấp,4,,,,,,5 m,,,,65 m²,,,,,
2025-10-04T00:30:45.047599,Cập nhật 7 ngày trước,85 tỷ,,448.8 m²,"189,39 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Mặt tiền Nở hậu Hẻm xe hơi Thổ cư toàn bộ Thổ cư 1 phần,,,,m²,,,,,,
2025-10-04T00:30:48.561740,Cập nhật 7 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",22 m²,"254,55 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:30:50.009889,Cập nhật 7 ngày trước,"5,4 tỷ","Nhà ngõ, hẻm",32 m²,"168,75 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,5,,,,,,,,,,,,,Tây Bắc,,
2025-10-04T00:30:52.907983,Cập nhật 8 ngày trước,"14,8 tỷ","Nhà mặt phố, mặt tiền",35 m²,"422,86 triệu/m²",Đã có sổ,5 phòng,3 phòng,Nội thất đầy đủ,5,,,,,Hẻm xe hơi,,,,,,,,,,
2025-10-04T00:30:54.739730,Cập nhật 7 ngày trước,"9,4 tỷ","Nhà ngõ, hẻm",47 m²,200 triệu/m²,Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:30:56.693293,Cập nhật 7 ngày trước,20 tỷ,Nhà phố liền kề,48 m²,"416,67 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,4 m,10 m,,,,,,Đông Nam,,
2025-10-04T00:30:58.716513,Cập nhật 7 ngày trước,29 tỷ,Nhà biệt thự,134 m²,"216,42 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:30:59.308366,Cập nhật 7 ngày trước,"4,7 tỷ",,100 m²,47 triệu/m²,Sổ hồng riêng,3 phòng,2 phòng,Nội thất đầy đủ,,Đã bàn giao,"Tập thể, cư xá",3,,,,,,,,,,,Căn góc,
2025-10-04T00:31:03.176863,Cập nhật 1 ngày trước,"2,59 tỷ",,56.5 m²,"45,84 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Hẻm xe hơi Thổ cư toàn bộ Mặt tiền,7.3 m,7.7 m,Xuân Bách,m²,,,,,,
2025-10-04T00:31:08.188841,Cập nhật 7 ngày trước,"6,5 tỷ",,35 m²,"185,71 triệu/m²",Đã có sổ,,,,,,,,Đất thổ cư,Hẻm xe hơi Nở hậu,4.4 m,,,m²,,,,Bắc,,
2025-10-04T00:31:08.401964,Cập nhật 9 ngày trước,"3,95 tỷ",,75 m²,"52,67 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,,,,,Căn góc,
2025-10-04T00:31:10.700149,Cập nhật 7 ngày trước,29 tỷ,,70 m²,"414,29 triệu/m²",Đã có sổ,,,Nội thất cao cấp,,,,,,,,,,,,,Mặt bằng kinh doanh,,,
2025-10-04T00:31:11.876245,Cập nhật 3 giờ trước,7 tỷ,"Nhà ngõ, hẻm",33 m²,"212,12 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,6,,,,,Hẻm xe hơi Nhà nở hậu,3.5 m,9 m,,,180 m²,,,Tây Nam,,
2025-10-04T00:31:16.973212,Cập nhật 1 ngày trước,530 tỷ,"Nhà mặt phố, mặt tiền",420 m²,"1,26 tỷ/m²",Đã có sổ,8 phòng,Nhiều hơn 6 phòng,,6,,,,,Nhà nở hậu,15 m,,,,,,,Bắc,,
2025-10-04T00:31:18.518532,Cập nhật 6 ngày trước,"10,3 tỷ","Nhà ngõ, hẻm",32 m²,"321,88 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,,
2025-10-04T00:31:20.552080,Cập nhật 17 giờ trước,"3,25 tỷ",,37 m²,"87,84 triệu/m²",Sổ hồng riêng,3 phòng,1 phòng,Nội thất đầy đủ,,Đã bàn giao,"Tập thể, cư xá",4,,,,,22,,,,,Tây Bắc,,Đông Nam
2025-10-04T00:31:25.686361,Cập nhật 7 ngày trước,"5,2 tỷ","Nhà ngõ, hẻm",30.5 m²,"170,49 triệu/m²",Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,4,,,,,Nhà nở hậu,4.06 m,10 m,,,30.5 m²,,,,,
2025-10-04T00:31:26.073280,Cập nhật 8 ngày trước,"8,6 tỷ","Nhà ngõ, hẻm",36 m²,"238,89 triệu/m²",Đã có sổ,10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,6,,,,,,,,,,,,,,,
