now,published_at,price,land_type,size,price_m2,property_legal_document,pty_characteristics,width,size_unit,direction,length,house_type,rooms,toilets,furnishing_sell,floors,living_size,property_status,apartment_type,block,commercial_type,floornumber,apartment_feature,property_back_condition,street_id,unitnumber,balconydirection
2025-10-04T12:26:51.141968,Cập nhật 8 ngày trước,"3,05 tỷ",Đất thổ cư,43 m²,"70,93 triệu/m²",Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:26:51.286598,Cập nhật 9 ngày trước,"10,5 tỷ",,42 m²,250 triệu/m²,Đã có sổ,Nhà nở hậu,4 m,,Tây Nam,12 m,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất đầy đủ,5,42 m²,,,,,,,,,,
2025-10-04T12:26:51.955725,Cập nhật 8 ngày trước,"16,9 tỷ",,50 m²,338 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,4 phòng,,5,,,,,,,,,,,
2025-10-04T12:26:57.386981,Cập nhật 9 ngày trước,13 tỷ,,40 m²,325 triệu/m²,Đã có sổ,Hẻm xe hơi Nhà nở hậu,3.5 m,,Đông Bắc,11 m,"Nhà ngõ, hẻm",5 phòng,5 phòng,Nội thất cao cấp,7,,,,,,,,,,,
2025-10-04T12:27:02.004708,Cập nhật 7 ngày trước,"1,5 tỷ",Đất thổ cư,100 m²,15 triệu/m²,Đã có sổ,Mặt tiền,5 m,m²,,20 m,,,,,,,,,,,,,,,,
2025-10-04T12:27:02.267747,Cập nhật 9 ngày trước,"10,41 tỷ",,40 m²,"260,25 triệu/m²",Đã có sổ,Nhà nở hậu,4.2 m,,,,"Nhà ngõ, hẻm",6 phòng,5 phòng,Nội thất đầy đủ,6,,,,,,,,,,,
2025-10-04T12:27:02.378197,Cập nhật 7 ngày trước,"7,5 tỷ",,45 m²,"166,67 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,4,,,,,,,,,,,
2025-10-04T12:27:06.734276,Cập nhật 8 ngày trước,"8,6 tỷ",,36 m²,"238,89 triệu/m²",Đã có sổ,,3.5 m,,Nam,10.2 m,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,4,36 m²,,,,,,,,,,
2025-10-04T12:27:10.960791,Cập nhật 9 ngày trước,"4,45 tỷ",,34 m²,"130,88 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,2 phòng,Nội thất cao cấp,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,
2025-10-04T12:27:12.210845,Cập nhật 9 ngày trước,"5,4 tỷ",,48 m²,"112,50 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:27:11.597743,Cập nhật 4 ngày trước,"15,5 tỷ",,60 m²,"258,33 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,,,,,"Nhà ngõ, hẻm",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:27:14.519987,Cập nhật 8 ngày trước,"10,5 tỷ",,66 m²,"159,09 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,4.4 m,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Hoàn thiện cơ bản,4,66 m²,,,,,,,,,,
2025-10-04T12:27:20.697892,Cập nhật 8 ngày trước,12 tỷ,Đất thổ cư,55 m²,"218,18 triệu/m²",Đã có sổ,Mặt tiền Nở hậu Thổ cư toàn bộ,,,,,,,,,,,,,,,,,,,,
2025-10-04T12:27:21.375713,Cập nhật 8 ngày trước,5 tỷ,,50 m²,100 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",2 phòng,3 phòng,Nội thất đầy đủ,3,,,,,,,,,,,
2025-10-04T12:27:22.531746,Cập nhật 9 ngày trước,"8,95 tỷ",,44 m²,"203,41 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,44 m²,,,,,,,,,,
2025-10-04T12:27:24.688209,Cập nhật 8 ngày trước,"16,5 tỷ",Đất thổ cư,50 m²,330 triệu/m²,Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:27:25.325228,Cập nhật 9 ngày trước,"12,1 tỷ",,46 m²,"263,04 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất đầy đủ,4,,,,,,,,,,,
2025-10-04T12:27:29.691806,Cập nhật 9 ngày trước,"7,9 tỷ",,36 m²,"219,44 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,,4,35 m²,,,,,,,,,,
2025-10-04T12:27:30.563574,Cập nhật 10 ngày trước,"12,4 tỷ",Đất thổ cư,90 m²,"137,78 triệu/m²",Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:27:31.984908,Cập nhật 10 ngày trước,"6,3 tỷ",,45 m²,140 triệu/m²,Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",2 phòng,2 phòng,,,,,,,,,,,,,
2025-10-04T12:27:34.220023,Cập nhật 7 ngày trước,"6,8 tỷ",Đất thổ cư,61.8 m²,"110,03 triệu/m²",Đã có sổ,Hẻm xe hơi,4.1 m,,Đông Nam,14.8 m,,,,,,,,,,,,,,,,
2025-10-04T12:27:34.399744,Cập nhật 7 ngày trước,"9,95 tỷ",,45 m²,"221,11 triệu/m²",Đã có sổ,Hẻm xe hơi Nhà nở hậu,5 m,,,,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất cao cấp,6,50 m²,,,,,,,,,,
2025-10-04T12:27:39.518797,Cập nhật 9 ngày trước,"4,5 tỷ",,75 m²,60 triệu/m²,Sổ hồng riêng,,,,,,,2 phòng,,,,,Chưa bàn giao,Chung cư,,,,,,,,
2025-10-04T12:27:39.676348,Cập nhật 8 ngày trước,"4,15 tỷ",,40 m²,"103,75 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:27:40.811574,Cập nhật 10 ngày trước,"18,5 tỷ",,72 m²,"256,94 triệu/m²",Đã có sổ,Hẻm xe hơi,6 m,,,14.5 m,"Nhà ngõ, hẻm",4 phòng,3 phòng,,4,72 m²,,,,,,,,,,
2025-10-04T12:27:43.906722,Cập nhật 7 ngày trước,"13,5 tỷ",,50 m²,270 triệu/m²,Đã có sổ,Hẻm xe hơi,4.3 m,,,12 m,"Nhà ngõ, hẻm",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,7,55 m²,,,,,,,,,,
2025-10-04T12:27:46.188507,Cập nhật 8 ngày trước,"20,89 tỷ",,55 m²,"379,82 triệu/m²",Đã có sổ,,4 m,,,,Nhà phố liền kề,4 phòng,5 phòng,Nội thất đầy đủ,5,60 m²,,,,,,,,,,
2025-10-04T12:27:48.880229,Cập nhật 8 ngày trước,"8,5 tỷ",,47 m²,"180,85 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất cao cấp,,,,,,,,,,,,
2025-10-04T12:27:53.950124,Cập nhật 7 ngày trước,"9,2 tỷ",,39 m²,"235,90 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:27:55.807444,Cập nhật 9 ngày trước,"8,1 tỷ",,42 m²,"192,86 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,,,,,,,,,,,,
2025-10-04T12:28:00.770589,Cập nhật 5 ngày trước,9 tỷ,,60 m²,150 triệu/m²,Đã có sổ,Hẻm xe hơi Nhà nở hậu,6 m,,Nam,10 m,"Nhà mặt phố, mặt tiền",8 phòng,5 phòng,,4,300 m²,,,,,,,,,,
2025-10-04T12:27:59.893604,Cập nhật 8 ngày trước,"11,9 tỷ",,44 m²,"270,45 triệu/m²",Đã có sổ,,4.5 m,,,9.8 m,"Nhà ngõ, hẻm",3 phòng,6 phòng,Nội thất đầy đủ,6,44 m²,,,,,,,,,,
2025-10-04T12:28:03.374721,Cập nhật 9 ngày trước,"5,7 tỷ",,32.6 m²,"174,85 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:28:06.256407,Cập nhật 10 ngày trước,"3,9 tỷ",,81 m²,"48,15 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,
2025-10-04T12:28:10.710398,Cập nhật 5 ngày trước,7 tỷ,,38 m²,"184,21 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà mặt phố, mặt tiền",4 phòng,6 phòng,,5,40 m²,,,,,,,,,,
2025-10-04T12:28:11.259361,Cập nhật 10 ngày trước,"5,1 tỷ",,32 m²,"159,38 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:28:13.429175,Cập nhật 2 ngày trước,"3,599 tỷ",Đất thổ cư,72 m²,50 triệu/m²,Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,4 m,m²,,18 m,,,,,,,,,Cạnh tái định cư Hồng Vân,,,,,,,
2025-10-04T12:28:14.723229,Cập nhật 9 ngày trước,"3,9 tỷ",Đất thổ cư,45.8 m²,"85,15 triệu/m²",Đã có sổ,Hẻm xe hơi Nở hậu,4 m,m²,Tây Nam,11.48 m,,,,,,,,,,,,,,,,
2025-10-04T12:28:16.986961,Cập nhật 9 ngày trước,"7,2 tỷ",,45 m²,160 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,5,,,,,,,,,,,
2025-10-04T12:28:19.330912,Cập nhật 9 ngày trước,"10,5 tỷ",,21 m²,500 triệu/m²,Đã có sổ,Hẻm xe hơi Nhà nở hậu,4.5 m,,,,"Nhà mặt phố, mặt tiền",3 phòng,4 phòng,Nội thất đầy đủ,6,,,,,,,,,,,
2025-10-04T12:28:21.937263,Cập nhật 10 ngày trước,6 tỷ,,30 m²,200 triệu/m²,Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:28:23.200201,Cập nhật 8 ngày trước,"7,79 tỷ",,30 m²,"259,67 triệu/m²",Đã có sổ,,3.55 m,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,5,35 m²,,,,,,,,,,
2025-10-04T12:28:26.140081,Cập nhật 8 ngày trước,"6,6 tỷ",,30 m²,220 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",6 phòng,,,,,,,,,,,,,,
2025-10-04T12:28:28.512883,Cập nhật 35 phút trước,56 tỷ,,240 m²,"233,33 triệu/m²",Đã có sổ,,,,,,Nhà biệt thự,8 phòng,6 phòng,Bàn giao thô,,450 m²,,,,,,,,,,
2025-10-04T12:28:31.291837,Cập nhật 7 ngày trước,"4,65 tỷ",,40 m²,"116,25 triệu/m²",Đã có sổ,,,,Đông Nam,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:28:34.923288,Cập nhật 8 ngày trước,"3,5 tỷ",,16 m²,"218,75 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,2 phòng,Hoàn thiện cơ bản,,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,
2025-10-04T12:28:38.776441,Cập nhật 7 ngày trước,"4,68 tỷ",,20 m²,234 triệu/m²,Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,Hoàn thiện cơ bản,4,,,,,,,,,,,
2025-10-04T12:28:40.522518,Cập nhật 8 ngày trước,"9,5 tỷ",,59 m²,"161,02 triệu/m²",Đã có sổ,,4 m,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất cao cấp,4,59 m²,,,,,,,,,,
2025-10-04T12:28:44.673886,Cập nhật 8 ngày trước,6 tỷ,,33 m²,"181,82 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,Nội thất đầy đủ,,,,,,,,,,,,
2025-10-04T12:28:43.841624,Cập nhật 9 ngày trước,"7,125 tỷ",,43 m²,"165,70 triệu/m²",Đã có sổ,Nhà nở hậu Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",4 phòng,,,6,,,,,,,,,,,
2025-10-04T12:28:48.022205,Cập nhật 8 ngày trước,"6,8 tỷ",,42 m²,"161,90 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất cao cấp,5,,,,,,,,,,,
2025-10-04T12:28:52.679382,Cập nhật 9 ngày trước,3 tỷ,Đất thổ cư,56 m²,"53,57 triệu/m²",Đã có sổ,Thổ cư toàn bộ Nở hậu,3.8 m,m²,,15 m,,,,,,,,,,,,,,,,
2025-10-04T12:28:54.902713,Cập nhật 9 ngày trước,"5,439 tỷ",Đất thổ cư,85 m²,"63,99 triệu/m²",Đã có sổ,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,4.5 m,,Nam,16 m,,,,,,,,,,,,,,,,
2025-10-04T12:28:55.460305,Cập nhật 1 ngày trước,"8,95 tỷ",,42 m²,"213,10 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,12.5 m,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất đầy đủ,4,50 m²,,,,,,,,,,
2025-10-04T12:28:58.679949,Cập nhật 8 ngày trước,8 tỷ,,52 m²,"153,85 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:28:59.106559,Cập nhật 7 ngày trước,"8,9 tỷ",,30 m²,"296,67 triệu/m²",Đã có sổ,Hẻm xe hơi,3.2 m,,,9 m,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,5,30 m²,,,,,,,,,,
2025-10-04T12:29:04.252952,Cập nhật 8 ngày trước,"19,5 tỷ",,68 m²,"286,76 triệu/m²",Đã có sổ,,4.6 m,,,14.7 m,"Nhà mặt phố, mặt tiền",4 phòng,4 phòng,Nội thất cao cấp,4,,,,,,,,,,,
2025-10-04T12:29:04.418874,Cập nhật 9 ngày trước,96 tỷ,,245 m²,"391,84 triệu/m²",Đã có sổ,,,,,,,,,Nội thất cao cấp,,,,,,Văn phòng,,,,,,
2025-10-04T12:29:04.442654,Cập nhật 2 giờ trước,17 tỷ,,76 m²,"223,68 triệu/m²",Đã có sổ,,,,,,Nhà phố liền kề,4 phòng,3 phòng,,5,380 m²,,,,,,,,,,
2025-10-04T12:29:08.609993,Cập nhật 10 ngày trước,"16,5 tỷ",,160 m²,"103,12 triệu/m²",Đã có sổ,Hẻm xe hơi,3.6 m,,Tây Nam,44 m,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,3,160 m²,,,,,,,,,,
2025-10-04T12:29:09.788821,Cập nhật 7 ngày trước,"7,4 tỷ",,110 m²,"67,27 triệu/m²",Sổ hồng riêng,,,,,,,3 phòng,2 phòng,Nội thất đầy đủ,,,Đã bàn giao,Chung cư,,,,,,,,
2025-10-04T12:29:14.028855,Cập nhật 8 ngày trước,"4,15 tỷ",,40 m²,"103,75 triệu/m²",Đã có sổ,,3.5 m,,,12 m,"Nhà ngõ, hẻm",3 phòng,3 phòng,,3,40 m²,,,,,,,,,,
2025-10-04T12:29:14.195049,Cập nhật 8 ngày trước,"5,2 tỷ",,52 m²,100 triệu/m²,Sổ hồng riêng,,,,Đông Nam,,,2 phòng,2 phòng,Hoàn thiện cơ bản,,,Đã bàn giao,Chung cư,,,,,,,,Tây Bắc
2025-10-04T12:29:14.571812,Cập nhật 8 ngày trước,"5,5 tỷ",,30 m²,"183,33 triệu/m²",Đã có sổ,,3.2 m,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,4,30 m²,,,,,,,,,,
2025-10-04T12:29:19.141540,Cập nhật 10 ngày trước,"5,6 tỷ",,45.4 m²,"123,35 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:29:23.372646,Cập nhật 7 ngày trước,"1,79 tỷ",,65 m²,"27,54 triệu/m²",Hợp đồng mua bán,,,,,,,2 phòng,2 phòng,Nội thất cao cấp,,,Đã bàn giao,Chung cư,B,,5,,,,,
2025-10-04T12:29:23.497360,Cập nhật 8 ngày trước,"7,4 tỷ",,45 m²,"164,44 triệu/m²",Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:29:23.973613,Cập nhật 9 ngày trước,"31,76 tỷ",,55 m²,"577,45 triệu/m²",Đã có sổ,Nhà nở hậu,5.3 m,,,,"Nhà mặt phố, mặt tiền",5 phòng,4 phòng,,5,,,,,,,,,,,
2025-10-04T12:29:28.202826,Cập nhật 9 ngày trước,"7,2 tỷ",,51 m²,"141,18 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,,,,,,,,,,,,,,
2025-10-04T12:29:28.417023,Cập nhật 9 ngày trước,"7,7 tỷ",,44 m²,175 triệu/m²,Đã có sổ,,,,,,"Nhà mặt phố, mặt tiền",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:29:32.828782,Cập nhật 9 ngày trước,"3,85 tỷ",Đất thổ cư,45 m²,"85,56 triệu/m²",Đã có sổ,Mặt tiền Thổ cư toàn bộ,4.1 m,m²,Đông Bắc,11 m,,,,,,,,,,,,,,,,
2025-10-04T12:29:33.699564,Cập nhật 9 ngày trước,"6,26 tỷ",,21 m²,"298,10 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,,25 m²,,,,,,,,,,
2025-10-04T12:29:33.809106,Cập nhật 9 ngày trước,"3,82 tỷ",,55 m²,"69,45 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,1 phòng,Nội thất cao cấp,,,Đã bàn giao,Chung cư,S2.05,,20,,,,,Đông Nam
2025-10-04T12:29:37.734598,Cập nhật 9 ngày trước,"1,8 tỷ",Đất thổ cư,150 m²,12 triệu/m²,Đã có sổ,,5 m,,,30 m,,,,,,,,,,,,,,,,
2025-10-04T12:29:37.495401,Cập nhật 9 ngày trước,12 tỷ,,52 m²,"230,77 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:29:43.605453,Cập nhật 9 ngày trước,"7,5 tỷ",,36 m²,"208,33 triệu/m²",Đã có sổ,Hẻm xe hơi,42 m,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,4,36 m²,,,,,,,,,,
2025-10-04T12:29:43.767074,Cập nhật 9 ngày trước,"6,6 tỷ",,38 m²,"173,68 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,10 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,38 m²,,,,,,,,,,
2025-10-04T12:29:48.586476,Cập nhật 9 ngày trước,"3,8 tỷ",,21 m²,"180,95 triệu/m²",Đã có sổ,,,,,,Nhà phố liền kề,3 phòng,,,,,,,,,,,,,,
2025-10-04T12:29:51.087997,Cập nhật 9 ngày trước,"7,345 tỷ",,32 m²,"229,53 triệu/m²",Đã có sổ,,3.7 m,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,32 m²,,,,,,,,,,
2025-10-04T12:29:53.574038,Cập nhật 3 ngày trước,"3,69 tỷ",,15 m²,246 triệu/m²,Đã có sổ,Hẻm xe hơi,5 m,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,,18 m²,,,,,,,,,,
2025-10-04T12:29:53.854881,Cập nhật 9 ngày trước,"2,6 tỷ",,30 m²,"86,67 triệu/m²",Sổ chung / công chứng vi bằng,,,,,,"Nhà ngõ, hẻm",2 phòng,2 phòng,,,,,,,,,,,,,
2025-10-04T12:29:58.516245,Cập nhật 9 ngày trước,"7,4 tỷ",Đất thổ cư,87 m²,"85,06 triệu/m²",Đã có sổ,Mặt tiền Thổ cư toàn bộ,6 m,,,,,,,,,,,,,,,,,,,
2025-10-04T12:29:59.986142,Cập nhật 9 ngày trước,"14,5 tỷ",,42 m²,"345,24 triệu/m²",Đã có sổ,Hẻm xe hơi,,,,,Nhà phố liền kề,4 phòng,,,6,,,,,,,,,,,
2025-10-04T12:30:01.215754,Cập nhật 9 ngày trước,21 tỷ,,60 m²,350 triệu/m²,Đã có sổ,Hẻm xe hơi,4.4 m,,,14 m,"Nhà ngõ, hẻm",4 phòng,5 phòng,Nội thất đầy đủ,4,60 m²,,,,,,,,,,
2025-10-04T12:30:03.619287,Cập nhật 9 ngày trước,"6,2 tỷ",,43 m²,"144,19 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,4,,,,,,,,,,,
2025-10-04T12:30:03.701508,Cập nhật 9 ngày trước,"9,5 tỷ",,42 m²,"226,19 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,Đông Nam,10.5 m,"Nhà ngõ, hẻm",4 phòng,3 phòng,Hoàn thiện cơ bản,5,180 m²,,,,,,,,,,
2025-10-04T12:30:09.751612,Cập nhật 9 ngày trước,"4,68 tỷ",,55 m²,"85,09 triệu/m²",Sổ hồng riêng,,,,,,,2 phòng,1 phòng,Nội thất cao cấp,,,Đã bàn giao,"Tập thể, cư xá",,,,Căn góc,,,,
2025-10-04T12:30:11.245130,Cập nhật 9 ngày trước,"5,999 tỷ",,33 m²,"181,79 triệu/m²",Đã có sổ,,,,Tây,,"Nhà ngõ, hẻm",3 phòng,3 phòng,,,,,,,,,,,,,
2025-10-04T12:30:13.383868,Cập nhật 9 ngày trước,"6,25 tỷ",,38 m²,"164,47 triệu/m²",Đã có sổ,Nhà nở hậu,4.1 m,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,3,38 m²,,,,,,,,,,
2025-10-04T12:30:13.498355,Cập nhật 9 ngày trước,14 tỷ,,38 m²,"368,42 triệu/m²",Đã có sổ,,4 m,,,,"Nhà mặt phố, mặt tiền",5 phòng,,Hoàn thiện cơ bản,5,45 m²,,,,,,,,,,
2025-10-04T12:30:19.346478,Cập nhật 9 ngày trước,"6,8 tỷ",,36 m²,"188,89 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",4 phòng,4 phòng,Nội thất đầy đủ,4,,,,,,,,,,,
2025-10-04T12:30:20.679369,Cập nhật 9 ngày trước,"46,38 tỷ",,90 m²,"515,33 triệu/m²",Đã có sổ,Hẻm xe hơi,6 m,,,,"Nhà ngõ, hẻm",4 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,9,96 m²,,,,,,,,,,
2025-10-04T12:30:23.114059,Cập nhật 9 ngày trước,"1,75 tỷ",,38 m²,"46,05 triệu/m²",Sổ hồng riêng,,,,,,,1 phòng,1 phòng,Nội thất đầy đủ,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,8,,,,,
2025-10-04T12:30:23.511969,Cập nhật 9 ngày trước,"8,7 tỷ",,45 m²,"193,33 triệu/m²",Đã có sổ,Hẻm xe hơi,3.3 m,,,,"Nhà ngõ, hẻm",5 phòng,5 phòng,Nội thất đầy đủ,5,,,,,,,,,,,
2025-10-04T12:30:28.408378,Cập nhật 9 ngày trước,"7,2 tỷ",,38 m²,"189,47 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:30:28.448810,Cập nhật 9 ngày trước,"2,1 tỷ",,17 m²,"123,53 triệu/m²",Đang chờ sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,3 phòng,Nội thất đầy đủ,4,70 m²,,,,,,,,,,
2025-10-04T12:30:33.616885,Cập nhật 9 ngày trước,"2,15 tỷ",,16 m²,"134,38 triệu/m²",Đang chờ sổ,,4 m,,,,"Nhà ngõ, hẻm",2 phòng,,Nội thất đầy đủ,4,16 m²,,,,,,,,,,
2025-10-04T12:30:38.563950,Cập nhật 9 ngày trước,"8,5 tỷ",,30 m²,"283,33 triệu/m²",Đã có sổ,,4 m,,,8 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,4,30 m²,,,,,,,,,,
2025-10-04T12:30:39.828708,Cập nhật 9 ngày trước,"7,5 tỷ",,43 m²,"174,42 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,,,,,,,,,,,,,,
2025-10-04T12:30:41.221631,Cập nhật 9 ngày trước,"7,9 tỷ",,43 m²,"183,72 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
2025-10-04T12:30:42.920454,Cập nhật 9 ngày trước,"6,6 tỷ",,38 m²,"173,68 triệu/m²",Đã có sổ,Hẻm xe hơi,4 m,,,10 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,38 m²,,,,,,,,,,
2025-10-04T12:30:46.637649,Cập nhật 9 ngày trước,105 tỷ,,3500 m²,30 triệu/m²,Đã có sổ,,,,,,,,,,,,,,,Mặt bằng kinh doanh,,,,,,
2025-10-04T12:30:48.565976,Cập nhật 9 ngày trước,"15,5 tỷ",,52 m²,"298,08 triệu/m²",Đã có sổ,Nhà nở hậu,,,,,"Nhà ngõ, hẻm",4 phòng,,Nội thất cao cấp,,52 m²,,,,,,,,,,
2025-10-04T12:30:50.532806,Cập nhật 9 ngày trước,"3,4 tỷ",Đất thổ cư,79 m²,"43,04 triệu/m²",Đã có sổ,,,m²,,,,,,,,,,,,,,,,,,
2025-10-04T12:30:52.777889,Cập nhật 9 ngày trước,"8,6 tỷ",,35 m²,"245,71 triệu/m²",Đã có sổ,,4 m,,,9 m,"Nhà ngõ, hẻm",3 phòng,4 phòng,Nội thất đầy đủ,5,35 m²,,,,,,,,,,
2025-10-04T12:30:55.714884,Cập nhật 9 ngày trước,"1,65 tỷ",Đất thổ cư,100 m²,"16,50 triệu/m²",Đã có sổ,Mặt tiền,5 m,m²,Đông,20 m,,,,,,,,,,,,,,,,
2025-10-04T12:30:57.309548,Cập nhật 9 ngày trước,"5,7 tỷ",,33.5 m²,"170,15 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",5 phòng,3 phòng,Nội thất đầy đủ,4,,,,,,,,,,,
2025-10-04T12:31:02.209455,Cập nhật 9 ngày trước,"10,41 tỷ",,40 m²,"260,25 triệu/m²",Đã có sổ,Nhà nở hậu,4.2 m,,,,"Nhà ngõ, hẻm",6 phòng,5 phòng,Nội thất đầy đủ,6,,,,,,,,,,,
2025-10-04T12:31:02.814513,Cập nhật 9 ngày trước,"6,2 tỷ",,30 m²,"206,67 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",3 phòng,4 phòng,,5,,,,,,,,,,,
2025-10-04T12:31:05.103015,Cập nhật 9 ngày trước,"17,5 tỷ",,54 m²,"324,07 triệu/m²",Đã có sổ,Nhà nở hậu,3.6 m,,,,"Nhà mặt phố, mặt tiền",2 phòng,3 phòng,Nội thất đầy đủ,4,54 m²,,,,,,,,,,
2025-10-04T12:31:08.640812,Cập nhật 9 ngày trước,"10,6 tỷ",,46 m²,"230,43 triệu/m²",Đã có sổ,,,,,,"Nhà ngõ, hẻm",4 phòng,,,,,,,,,,,,,,
